term,n_words,freq,doc_freq,PMI,LRent,in_reference,status
主任 1997年 12月,3,3,3,13.483,6.473,False,new
出让 合同 存在,3,3,3,13.483,6.463,False,new
发生 用 一步步,3,3,3,13.483,6.802,False,new
邓小平理论 个 代表,3,3,2,13.483,4.444,False,new
人 脸 识别,3,4,4,13.482,7.87,False,new
深度 变革 使,3,4,4,13.482,8.622,False,new
控制人 所 持,3,4,4,13.482,3.129,False,new
近 14亿 人口,3,4,4,13.482,9.002,False,new
天 价 耳环,3,15,4,13.481,5.446,False,new
小 羽毛 这种,3,4,4,13.481,9.398,False,new
蛋鸡 以及 这些,3,4,4,13.481,5.533,False,new
那 么 火把节,3,4,4,13.481,3.712,False,new
分 个 篮板,3,3,2,13.481,5.743,False,new
广阔 具备 重大,3,3,3,13.481,6.677,False,new
成员国 坚定 传承,3,4,4,13.48,5.548,False,new
推移 而 发生,3,4,4,13.48,4.141,False,new
编制 却 无法,3,4,4,13.48,7.63,False,new
无 人 接驳,3,3,3,13.48,5.564,False,new
主任 2003年 3月,3,3,3,13.48,6.527,False,new
世纪 年代 许多,3,4,4,13.479,7.613,False,new
区域性 问题 突出,3,3,3,13.479,5.158,False,new
其他 退出 路径,3,3,3,13.479,6.118,False,new
全市 上下 建设,3,3,3,13.479,7.378,False,new
徐队长 在 队,3,3,3,13.479,3.843,False,new
研发 加速 测试,3,3,3,13.479,7.114,False,new
机器人 出货量 都,3,3,3,13.479,7.909,False,new
公安 回复 最,3,6,2,13.478,7.232,False,new
农业 组织 FAO,3,4,4,13.478,5.129,False,new
未 骑马 消费,3,4,2,13.478,9.116,False,new
进 党章 党,3,3,3,13.478,6.307,False,new
多样 内容 丰富,3,3,3,13.478,5.614,False,new
局 棋 基本,3,3,3,13.478,7.181,False,new
积极 倡导 平等,3,4,4,13.477,7.125,False,new
中国 石油 天然气,3,4,4,13.477,6.933,False,new
美国 国会 众议院,3,4,3,13.477,6.814,False,new
获得 国际 棋联,3,3,3,13.477,6.024,False,new
与此同时 世茂 方面,3,3,3,13.477,4.345,False,new
对标 企业 此前,3,3,3,13.477,5.186,False,new
名校 社会 实践,3,7,7,13.476,5.484,False,new
成效 表示 满意,3,3,3,13.476,5.254,False,new
主要 关注 矿产,3,3,3,13.476,5.731,False,new
多次 被 评为,3,3,3,13.476,5.925,False,new
将近 半数 是,3,3,3,13.476,8.968,False,new
人 诉 法国,3,12,2,13.475,9.69,False,new
手机 拍照 这,3,6,6,13.475,7.454,False,new
基本面 没有 改变,3,4,4,13.475,5.854,False,new
未 建议 退群,3,3,3,13.475,6.774,False,new
实现 中华民族 伟大,3,61,29,13.474,7.16,False,new
全国 盘 棋,3,5,5,13.474,6.744,False,new
发掘 研究 哈萨克斯坦,3,4,4,13.474,6.395,False,new
故事 比如 野生,3,4,4,13.474,5.215,False,new
位 科技 亿万富翁,3,4,2,13.474,4.947,False,new
助理 副 总裁,3,3,3,13.474,5.985,False,new
整备 项目 需要,3,3,3,13.473,5.635,False,new
最 終募 得,3,4,4,13.472,9.676,False,new
张 自己 小时候,3,4,4,13.472,5.482,False,new
树 牢 新,3,3,3,13.472,7.123,False,new
大 牌饰品 5月,3,3,3,13.472,8.309,False,new
全球 变 暖,3,9,4,13.471,7.101,False,new
心 连 心,3,5,4,13.471,5.522,False,new
盐酸罂粟碱 原料药 产品,3,4,4,13.471,6.777,False,new
要 灵活 适度,3,3,3,13.471,7.014,False,new
一路 倡议 研究所,3,6,6,13.47,4.688,False,new
届 政府 就职,3,6,6,13.47,5.537,False,new
发表 联合 声明,3,4,4,13.47,6.057,False,new
企业 复工 复产,3,3,2,13.47,7.962,False,new
养老 保险 总经理,3,4,4,13.469,6.905,False,new
产蛋量 较 高,3,4,4,13.469,4.061,False,new
故 原告 有,3,4,2,13.469,6.386,False,new
替代 将 两者,3,4,4,13.469,5.786,False,new
后 血 铅,3,4,2,13.468,8.198,False,new
生理 等 差异,3,4,4,13.467,4.167,False,new
力量 示范 带动,3,3,3,13.467,8.084,False,new
贴近 群众 需求,3,3,3,13.467,5.666,False,new
准确度 都 超过,3,3,3,13.467,5.731,False,new
突破 耕地 红,3,3,3,13.467,6.788,False,new
市 上海 实验,3,33,3,13.466,5.116,False,new
亲身 感受 到,3,6,6,13.466,8.047,False,new
官网 资料 显示,3,4,4,13.466,4.069,False,new
鄙视 他 认为,3,3,3,13.466,2.907,False,new
建设用地规划许可证 中 明确,3,3,3,13.466,3.998,False,new
审查 程序 本,3,4,4,13.465,7.306,False,new
构建 更加 紧密,3,32,12,13.464,6.184,False,new
群众 所 思,3,4,4,13.464,5.918,False,new
调查 发现 天水市,3,4,2,13.464,5.603,False,new
第二十四 次 会议,3,13,13,13.463,4.709,False,new
城镇 新增 就业,3,9,3,13.463,7.644,False,new
期待 峰会 成果,3,4,4,13.463,7.072,False,new
上年 末 下降,3,4,2,13.463,4.337,False,new
用 辛苦 指数,3,3,3,13.463,7.86,False,new
平方米 建筑 面积,3,3,3,13.463,8.274,False,new
还有 大幅 跑,3,3,3,13.463,6.374,False,new
成立 最终 控制人,3,4,4,13.462,6.892,False,new
查 2011年 至,3,4,4,13.462,7.493,False,new
这 一个个 瞬间,3,3,3,13.462,6.263,False,new
珍惜 这 枚,3,4,4,13.461,5.666,False,new
生物 多样性 框架,3,3,2,13.461,6.385,False,new
雕像 但 当时,3,3,3,13.461,5.257,False,new
当时 表现 最为,3,3,3,13.461,6.709,False,new
全国 累计 开业,3,3,3,13.46,6.145,False,new
全链 路 人工智能,3,3,3,13.46,6.627,False,new
信用 债券 指数,3,3,3,13.46,6.345,False,new
纪录片 可以 按,3,4,4,13.459,6.709,False,new
生物 共同 起源,3,4,4,13.459,6.174,False,new
26亿 元 恢复,3,4,2,13.459,3.937,False,new
湖州 深入 践行,3,3,3,13.459,5.92,False,new
耕地 撂荒 问题,3,3,3,13.459,7.06,False,new
上海市 高端 医疗,3,3,3,13.459,6.983,False,new
铅 浓度 为,3,14,2,13.458,8.668,False,new
收入 79亿 元,3,3,3,13.458,6.878,False,new
下 过 蛋且,3,4,4,13.457,5.007,False,new
数额 本质 上,3,4,4,13.457,7.303,False,new
武器 坚持 学,3,3,3,13.457,6.596,False,new
人工智能 透彻 地,3,3,3,13.457,9.767,False,new
许从未 下 过,3,3,3,13.457,4.635,False,new
说 孙女 现在,3,3,3,13.457,9.516,False,new
决议 时 国会,3,3,3,13.457,5.997,False,new
造车 新 势力,3,16,11,13.456,6.916,False,new
基础 设施 互联,3,5,3,13.456,5.52,False,new
过程 全 链条,3,3,2,13.456,6.455,False,new
表示 Neuralink 脑机,3,3,3,13.456,5.743,False,new
测试 验证 产品,3,3,3,13.456,8.071,False,new
玉林 城市 管理,3,3,2,13.455,4.486,False,new
决赛 后 庆祝,3,5,2,13.454,6.656,False,new
生命体 来 源,3,4,4,13.454,2.348,False,new
破解 事业 单位,3,4,4,13.454,6.946,False,new
空间 常住 人口,3,3,3,13.454,8.697,False,new
成为 全市场 拥有,3,3,3,13.454,9.067,False,new
微量泵 小时 不,3,4,4,13.452,5.062,False,new
巴中 和 高原,3,4,2,13.452,4.93,False,new
至 中山 跨,3,4,3,13.451,8.563,False,new
副 书记 县长,3,4,4,13.451,6.195,False,new
25日 在 2019浦江,3,3,3,13.451,2.796,False,new
收益 增强 工具,3,6,3,13.45,6.411,False,new
丁立人 回忆 2019年,3,3,3,13.45,6.208,False,new
河道 整治 到,3,3,3,13.45,7.926,False,new
教师 与 河长,3,3,3,13.45,4.917,False,new
贸易 安排 寻求,3,3,3,13.45,7.218,False,new
毫 不 放松,3,7,2,13.448,5.324,False,new
局长 期间 履行,3,3,3,13.448,6.195,False,new
常务 副 院长,3,10,9,13.447,6.496,False,new
目前 这个 鸡种,3,4,4,13.447,4.206,False,new
转达 习近平 主席,3,3,2,13.447,5.789,False,new
疫情 防控 阻击战,3,15,2,13.446,6.779,False,new
新区 另 处,3,6,6,13.446,4.904,False,new
联合国 气候 变化,3,12,10,13.445,6.806,False,new
7月 15日 瑞华,3,3,3,13.445,4.309,False,new
总之 美国 加入,3,3,3,13.445,4.479,False,new
集中 竞 价,3,6,2,13.444,7.703,False,new
天 投运 个,3,4,4,13.444,9.314,False,new
时隔 多年 我,3,4,4,13.444,7.225,False,new
损失 而且 所有,3,4,4,13.444,7.553,False,new
负责 股 量化,3,3,3,13.444,6.893,False,new
05亿 元 同比,3,5,4,13.443,2.035,False,new
支持 托卡 耶,3,4,4,13.443,5.572,False,new
95亿 元 同比,3,3,3,13.443,2.535,False,new
资源 入股 稳定,3,3,3,13.443,8.222,False,new
不 纠缠 旧,3,3,3,13.443,8.843,False,new
达到 表 广发,3,3,3,13.443,6.95,False,new
贵州 纳雍 这,3,4,4,13.442,6.831,False,new
格 显著 上涨,3,4,4,13.442,3.284,False,new
声索国 的 侵权,3,4,4,13.442,2.216,False,new
年 间 历年,3,3,3,13.442,5.602,False,new
忠 的 报纸,3,3,3,13.442,2.396,False,new
巧妙 的 互动式,3,3,3,13.442,2.847,False,new
雄安 新区 拥有,3,6,6,13.441,7.34,False,new
罗 省 省委,3,6,6,13.441,6.947,False,new
提供 坚强 保证,3,6,6,13.441,9.025,False,new
安全 稳定 共谋,3,4,4,13.441,6.241,False,new
中国 共产党人 棒,3,3,3,13.441,6.458,False,new
进行 前沿性 研究,3,3,3,13.441,10.37,False,new
礼物 第二 位,3,4,4,13.44,6.625,False,new
1997年 12月 任,3,3,3,13.44,6.446,False,new
杭州 银行 股份,3,10,2,13.439,5.378,False,new
建设 工地 这样,3,6,6,13.439,7.079,False,new
望 去 各种,3,4,4,13.439,7.11,False,new
自身 利益 出发,3,4,4,13.439,6.509,False,new
健康 产业 规上,3,4,2,13.439,5.521,False,new
种 股票 平均,3,4,2,13.439,5.842,False,new
施展 一个 基本,3,3,3,13.439,5.867,False,new
媒体 力量 一个个,3,4,4,13.438,7.151,False,new
临床 试验 阶段,3,3,3,13.438,6.62,False,new
新车 同比 增长,3,3,3,13.438,5.294,False,new
科学 发展观 习近平,3,3,2,13.438,6.958,False,new
命运 共同体 携手,3,6,6,13.437,6.257,False,new
我国 一些 微型,3,4,4,13.437,5.044,False,new
行为 例如 仪式,3,4,4,13.437,6.335,False,new
竞赛 证书 社会,3,4,2,13.437,8.068,False,new
日喀则 市 上海,3,44,4,13.436,7.524,False,new
获 批 上市,3,13,8,13.436,7.118,False,new
坚决 打 赢,3,9,2,13.436,5.618,False,new
工程师 期间 利用,3,4,4,13.436,7.855,False,new
记者 李永群 法国,3,3,3,13.436,7.78,False,new
2003年 3月 任,3,3,3,13.436,6.554,False,new
行政诉讼 被告 为,3,3,3,13.436,7.169,False,new
周围 全面 贯彻,3,8,8,13.435,4.935,False,new
乐章 今天 中,3,4,4,13.435,5.884,False,new
促进 高校 毕业生,3,4,2,13.435,6.791,False,new
完成 股权 转让,3,4,4,13.435,8.434,False,new
股权 转让 完成,3,4,4,13.435,7.894,False,new
1999年 7月 参加,3,4,4,13.435,6.262,False,new
研究院 学术 委员会,3,4,4,13.435,7.879,False,new
稳定 且 波动,3,3,3,13.435,7.071,False,new
技术 即 植入式,3,3,3,13.435,5.228,False,new
违纪 违法 问题,3,7,3,13.434,5.579,False,new
总书记 答 得,3,3,3,13.434,6.013,False,new
速度 规模 转向,3,3,3,13.434,6.66,False,new
企业 之一 微灵,3,3,3,13.434,5.267,False,new
浙江 大学 马克思主义,3,10,2,13.433,6.27,False,new
一流 棋手 都,3,3,3,13.432,7.091,False,new
符号 整齐 不,3,3,3,13.432,7.662,False,new
抗 大 灾,3,3,3,13.431,4.076,False,new
一直 醒 着,3,3,3,13.431,10.309,False,new
位 骨干 成员,3,3,3,13.431,6.991,False,new
设备 中 面粉,3,4,2,13.43,5.256,False,new
1992年 1月 任,3,3,3,13.43,6.303,False,new
北京 证券 交易所,3,3,2,13.43,6.381,False,new
控股 集团 有限公司,3,18,12,13.429,7.09,False,new
我们 当地 每逢,3,4,4,13.429,4.62,False,new
更名 为 青海,3,4,4,13.429,4.507,False,new
援藏 干部 日喀则,3,3,3,13.429,3.368,False,new
记者 追问 你,3,3,3,13.429,7.459,False,new
想象 正是 这种,3,3,3,13.429,8.32,False,new
农村 基层 党组织,3,11,2,13.428,7.682,False,new
伟大 自我 革命,3,10,10,13.428,5.851,False,new
生活 正 缓慢,3,6,6,13.428,6.467,False,new
繁殖 季节 也,3,4,4,13.428,7.496,False,new
高兴 毕竟 他,3,3,3,13.428,7.583,False,new
景落 地 产业,3,3,3,13.428,5.152,False,new
传承 启动 仪式,3,3,3,13.428,5.774,False,new
多 实地调研 少,3,3,3,13.428,8.735,False,new
比如 广发 稳健,3,3,3,13.428,3.099,False,new
中央 纪律 检查,3,8,3,13.427,7.675,False,new
中华民族 永续 发展,3,5,5,13.427,7.842,False,new
提出 仲裁 申请,3,4,4,13.427,8.125,False,new
主任 一级 主任,3,3,3,13.427,6.904,False,new
予以 全方位 支持,3,3,3,13.427,8.087,False,new
新闻 工作者 协会,3,4,2,13.426,6.814,False,new
鉴于 此 项,3,4,4,13.426,6.075,False,new
领衔 的 独角兽,3,3,3,13.426,2.558,False,new
愿意 接受 如此,3,3,3,13.426,6.496,False,new
残酷 的 奴隶制,3,3,3,13.426,2.755,False,new
种 廉 价,3,4,4,13.425,5.774,False,new
可是 现在 一些,3,3,3,13.425,6.717,False,new
面积 平方米 道路,3,3,3,13.425,6.973,False,new
旨在 打造 深圳,3,3,3,13.425,5.534,False,new
会 散 武汉,3,3,3,13.425,7.823,False,new
维和 人员 安全,3,19,2,13.424,7.335,False,new
芯片 等 底层,3,3,3,13.424,5.713,False,new
经营者 集中 案件,3,3,3,13.424,6.043,False,new
盘点 国际 系列,3,7,7,13.423,6.306,False,new
青海省 名 党员,3,3,3,13.423,5.763,False,new
始终 深入 阐述,3,3,3,13.423,6.053,False,new
判决书 在 叶县,3,3,3,13.423,2.194,False,new
基本盘 城市 更新,3,3,3,13.423,5.566,False,new
跟随 产业 就业,3,3,3,13.423,5.985,False,new
意味 其实 他,3,3,3,13.423,6.257,False,new
制度 变迁 新型,3,3,3,13.423,8.347,False,new
为主 客户 行为,3,3,3,13.422,7.434,False,new
应用 场景 国内外,3,3,3,13.422,8.011,False,new
新华社 记者 夏,3,3,2,13.422,3.918,False,new
农田 城镇 开发,3,3,3,13.422,5.451,False,new
此外 靳某 还,3,4,4,13.421,5.618,False,new
看 清 至少,3,3,3,13.421,7.883,False,new
都 过于 正确,3,3,3,13.421,8.263,False,new
高度 依赖 武汉,3,4,4,13.42,7.446,False,new
生产 建设 兵团,3,19,9,13.419,7.424,False,new
即将 开启 7月,3,4,4,13.419,7.434,False,new
叙述 虽然 我,3,4,4,13.419,6.352,False,new
建筑 标准 头部,3,3,3,13.419,6.791,False,new
拒绝 在 案涉,3,3,3,13.419,4.056,False,new
机构 持有 为主,3,3,3,13.419,6.273,False,new
广发 基金 敏锐,3,3,3,13.419,4.382,False,new
每位 成员 都,3,3,3,13.419,6.17,False,new
以上 学历 党员,3,5,5,13.418,6.789,False,new
透明 可 预期,3,4,3,13.418,5.928,False,new
间 上汽 大众,3,4,2,13.418,7.651,False,new
HK 旗 下,3,3,3,13.418,3.808,False,new
意图 许多 美国,3,3,3,13.418,6.824,False,new
澎湃 新闻记者 注意,3,8,7,13.417,4.873,False,new
地方 政府 隐性,3,7,4,13.417,4.77,False,new
各级 各类 学校,3,5,3,13.417,7.934,False,new
开展 接触 对话,3,4,4,13.417,8.014,False,new
股份 有限公司 签订,3,4,4,13.417,6.481,False,new
下 仲裁委 作出,3,4,4,13.417,8.767,False,new
股份 有限公司 润田,3,4,2,13.417,5.574,False,new
会议 江苏 代表团,3,3,3,13.417,5.803,False,new
始终 具备 强大,3,3,3,13.417,6.36,False,new
接驳 体系 提供,3,3,3,13.417,5.771,False,new
ALS 患者 中国,3,3,3,13.417,5.742,False,new
人数 超过 招生,3,4,2,13.416,7.377,False,new
性能 不 达标,3,4,4,13.416,4.696,False,new
创作者 被 看见,3,4,2,13.416,5.434,False,new
种 退出 思路,3,3,3,13.416,4.544,False,new
技能 以及 军事,3,3,3,13.416,6.897,False,new
主席 此次 中亚,3,8,8,13.415,5.255,False,new
存在 其他 违纪,3,7,5,13.415,6.093,False,new
土地 抵债 给,3,3,3,13.415,9.097,False,new
征兵 对 任何,3,3,3,13.415,5.397,False,new
实现 营业 收入,3,21,15,13.414,9.022,False,new
力量 源于 团结,3,6,6,13.414,7.276,False,new
举行 抗议 活动,3,4,3,13.414,8.891,False,new
银行 非银 金融,3,3,3,13.414,8.28,False,new
高 标准 农田,3,40,12,13.413,8.041,False,new
认为 雄安 新区,3,18,6,13.413,8.079,False,new
宏大 叙事 中,3,3,3,13.413,7.245,False,new
4月 18日 披露,3,3,3,13.413,6.126,False,new
位 世界 棋王,3,3,3,13.413,3.95,False,new
推行 自由 贸易,3,3,3,13.413,7.538,False,new
违反 了 关贸,3,3,3,13.413,2.887,False,new
只 合计 持,3,3,3,13.413,7.026,False,new
节能 环保 产业,3,3,3,13.413,7.876,False,new
族 为主 组织,3,4,4,13.412,5.969,False,new
生长 速度 很,3,4,4,13.412,6.49,False,new
达尔文 在 著作,3,4,4,13.412,3.351,False,new
盐酸罂粟碱 原料药 可,3,4,4,13.412,6.791,False,new
履行 或 违反,3,4,4,13.412,6.054,False,new
投资者 年 农发债,3,3,3,13.412,4.409,False,new
需求 相 匹配,3,3,3,13.412,6.601,False,new
方面 予以 全方位,3,3,3,13.412,7.749,False,new
哈 命运 共同体,3,12,12,13.411,5.897,False,new
融通 之 路,3,4,4,13.411,5.154,False,new
18万 余 元,3,4,2,13.411,4.325,False,new
专业 健康险 公司,3,3,3,13.411,9.959,False,new
志愿 服务 多年,3,3,3,13.411,6.238,False,new
发生 级 地震,3,6,4,13.41,8.058,False,new
湖北 服役 后,3,3,3,13.41,6.424,False,new
上年 末 增加,3,6,3,13.409,5.389,False,new
常委 副 市长,3,4,4,13.409,4.45,False,new
连 续 作战,3,3,2,13.409,7.553,False,new
发展 热土 周边,3,3,3,13.409,8.722,False,new
可及性 和 有效性,3,3,3,13.409,3.569,False,new
违反 中央 项,3,20,5,13.408,7.548,False,new
什 么 样子,3,3,3,13.408,4.187,False,new
正道 我们 信心,3,3,3,13.408,4.167,False,new
要素 联动 机制,3,3,3,13.408,6.232,False,new
美国 驻 柏林,3,3,3,13.408,6.396,False,new
总书记 习近平 主持,3,42,3,13.407,3.468,False,new
新闻 学会 太空,3,3,3,13.407,6.236,False,new
农村 贫困 人口,3,15,8,13.406,8.572,False,new
实景 的 蝶变,3,6,6,13.406,2.459,False,new
召开 国务院 常务,3,6,4,13.406,4.947,False,new
风险 投资 须,3,6,3,13.406,7.012,False,new
幸福 莫过于 为,3,3,3,13.406,9.567,False,new
名义 共同 注册,3,3,3,13.406,5.502,False,new
即使 特朗普 加速,3,3,3,13.406,5.712,False,new
现实 正是 如此,3,4,4,13.405,7.14,False,new
想 讲讲 这些,3,4,4,13.405,9.636,False,new
地方 优良 品种,3,4,4,13.405,7.101,False,new
看作 是 现金,3,3,3,13.405,3.982,False,new
天津 职业 大学,3,4,4,13.404,7.114,False,new
大小 不 颜色,3,4,4,13.404,4.504,False,new
本案 将 盐酸罂粟碱,3,4,4,13.404,2.27,False,new
决定 拟 依法,3,4,4,13.404,8.237,False,new
2023年 3月 刘永升,3,3,3,13.404,4.723,False,new
彼此 核心 利益,3,9,9,13.403,6.352,False,new
社会主义 思想 武装,3,5,4,13.403,4.694,False,new
供应链 方面 少数,3,4,4,13.403,6.365,False,new
刹 不 住,3,4,4,13.403,3.786,False,new
进 促 稳,3,3,3,13.403,6.868,False,new
报告 期末 公司,3,3,3,13.403,9.389,False,new
小卒 还 可以,3,3,3,13.403,5.432,False,new
新冠 无疑 已,3,6,6,13.402,8.331,False,new
选择 中方 愿,3,4,4,13.402,7.156,False,new
一个 过程 世上,3,4,4,13.402,5.023,False,new
减少 小 农户,3,4,4,13.402,7.477,False,new
典型 案例 北京,3,4,4,13.402,7.402,False,new
体制 机制 障碍,3,4,3,13.402,6.718,False,new
法院 认为 本案,3,3,3,13.402,5.897,False,new
非常 受 爱好者,3,3,3,13.402,7.242,False,new
人民 正 同心同德,3,3,3,13.401,4.985,False,new
涌现 另一方面 推进,3,3,3,13.401,7.367,False,new
这 段 传说,3,3,3,13.401,5.313,False,new
开启 患者 入,3,3,3,13.401,7.441,False,new
更 公平 惠及,3,4,4,13.4,7.065,False,new
名 入围 专,3,4,2,13.4,4.5,False,new
充分 发挥 职能,3,4,2,13.4,6.331,False,new
单位 公开 招聘,3,3,3,13.4,7.426,False,new
财税 号 第一,3,3,3,13.4,5.24,False,new
领会 习近平 总书记,3,7,7,13.399,5.394,False,new
是 稍微 牺牲,3,3,3,13.399,8.087,False,new
保护 迈向 数字化,3,3,3,13.399,7.79,False,new
出席 达沃斯 论坛,3,6,4,13.398,8.325,False,new
2014年 9月 习近,3,4,4,13.398,3.805,False,new
教师 读博 后,3,4,4,13.397,7.479,False,new
新闻 获悉 近日,3,3,3,13.397,4.98,False,new
足 折 价,3,3,3,13.397,5.201,False,new
因此 患病 我,3,3,3,13.397,6.776,False,new
进而 采取 提高,3,3,3,13.397,5.906,False,new
宇树 科技 股份,3,3,3,13.397,4.332,False,new
体重 可 达到,3,4,4,13.395,6.445,False,new
大学 附属 第二,3,4,2,13.395,7.923,False,new
偏债型 方面 做,3,3,3,13.395,4.98,False,new
触手可及 的 蓝天,3,3,3,13.395,2.998,False,new
资源 投融资 项目,3,3,3,13.395,9.259,False,new
委员 中央 财经,3,3,3,13.395,5.685,False,new
结果 显示 褐石,3,4,2,13.394,3.573,False,new
接口 当下 正在,3,3,3,13.394,5.312,False,new
2020年 上汽 通用,3,3,2,13.394,6.566,False,new
落后 时代 跟,3,3,3,13.393,7.257,False,new
指出 常住 人口,3,3,3,13.393,8.461,False,new
实施 扩大 内需,3,3,2,13.393,7.206,False,new
犯罪 嫌疑人 已,3,8,4,13.392,8.371,False,new
党委 组织部 副,3,7,5,13.392,7.181,False,new
农业 社会化 服务,3,4,3,13.392,9.015,False,new
普惠 银行 气候,3,4,2,13.392,5.515,False,new
夏立雪 带 着,3,3,3,13.392,6.698,False,new
据 彼得森 国际,3,3,3,13.392,6.196,False,new
予 美国 同等,3,3,3,13.391,3.043,False,new
家 来说 并非,3,3,3,13.391,7.585,False,new
群众 获得 感,3,9,8,13.39,6.448,False,new
2024年 底 浦东,3,3,3,13.39,6.124,False,new
建筑 高度 从而,3,3,3,13.39,8.127,False,new
参加 失业 保险,3,4,3,13.389,8.404,False,new
