term,n_tokens,frequency,found
冰挂,1,0,False
冰挂儿,1,0,False
冰排,1,0,False
冰排子,1,0,False
冰操,1,0,False
冰晶,1,0,False
冰期,1,0,False
冰条,1,0,False
冰柜,1,0,False
冰柱,1,0,False
冰棍,1,0,False
冰棍儿,1,0,False
冰棍（儿）,1,0,False
冰棒,1,0,False
冰橇,1,0,False
冰毒,1,0,False
冰河时代,1,0,False
冰河期,1,0,False
冰流子,1,0,False
冰海,1,0,False
冰消,1,0,False
冰消云散,1,0,False
冰消瓦解,1,0,False
冰消雪释,1,0,False
冰淇淋,1,0,False
冰清玉洁,1,0,False
冰湖,1,0,False
冰溜,1,0,False
冰溜柱,1,0,False
冰激凌,1,0,False
冰灯,1,0,False
冰炭,1,0,False
冰点,1,0,False
冰片,1,0,False
冰球,1,0,False
冰瓶,1,0,False
冰盏,1,0,False
冰砖,1,0,False
冰硬,1,0,False
冰碴,1,0,False
冰碴儿,1,0,False
冰碴（儿）,1,0,False
冰窖,1,0,False
冰箱,1,0,False
冰糕,1,0,False
冰糖,1,0,False
冰糖葫芦,1,0,False
冰结,1,0,False
冰结涟,1,0,False
冰肌,1,0,False
冰肌玉骨,1,0,False
冰脑,1,0,False
冰脸,1,0,False
冰舞,1,0,False
冰船,1,0,False
冰花,1,0,False
冰花糖,1,0,False
冰茶,1,0,False
冰藏,1,0,False
冰蛋,1,0,False
冰袋,1,0,False
冰裂纹,1,0,False
冰解,1,0,False
冰谷,1,0,False
冰车,1,0,False
冰轮,1,0,False
冰道,1,0,False
冰醋酸,1,0,False
冰锥,1,0,False
冰镇,1,0,False
冰镐,1,0,False
冰镩,1,0,False
冰雹,1,0,False
冰霜,1,0,False
冰鞋,1,0,False
冰骨,1,0,False
冱,1,0,False
冲克,1,0,False
冲冲,1,0,False
冲决,1,0,False
冲凉,1,0,False
冲击强度,1,0,False
冲击机,1,0,False
冲击波,1,0,False
冲击钻,1,0,False
冲刷,1,0,False
冲刷闸,1,0,False
冲剂,1,0,False
冲力,1,0,False
冲劲,1,0,False
冲劲儿,1,0,False
冲印,1,0,False
冲压,1,0,False
冲口,1,0,False
冲口而出,1,0,False
冲喜,1,0,False
冲垮,1,0,False
冲塞,1,0,False
冲壳子,1,0,False
冲天炉,1,0,False
冲子,1,0,False
冲寒,1,0,False
冲帐,1,0,False
冲幼,1,0,False
冲床,1,0,False
冲扩,1,0,False
冲抵,1,0,False
冲撞,1,0,False
冲日,1,0,False
冲服,1,0,False
冲杀,1,0,False
冲模,1,0,False
冲毁,1,0,False
冲沙闸,1,0,False
冲泡,1,0,False
冲泻,1,0,False
冲洗,1,0,False
冲浪板,1,0,False
冲浪运动,1,0,False
冲消,1,0,False
冲澡,1,0,False
冲激,1,0,False
冲犯,1,0,False
冲田,1,0,False
冲盹儿,1,0,False
冲破,1,0,False
冲程,1,0,False
冲管,1,0,False
冲脉,1,0,False
冲腾,1,0,False
冲荡,1,0,False
冲蚀,1,0,False
冲袭,1,0,False
冲裁,1,0,False
冲要,1,0,False
冲账,1,0,False
冲销,1,0,False
冲锋号,1,0,False
冲锋枪,1,0,False
冲锋陷阵,1,0,False
冲顶,1,0,False
冲风冒雨,1,0,False
决一死战,1,0,False
决一雌雄,1,0,False
决口,1,0,False
决堤,1,0,False
决定性,1,0,False
决定权,1,0,False
决定论,1,0,False
决心书,1,0,False
决意,1,0,False
决撒,1,0,False
决斗,1,0,False
决断,1,0,False
决明,1,0,False
决明子,1,0,False
决标,1,0,False
决死,1,0,False
决死队,1,0,False
决溢,1,0,False
决算,1,0,False
决绝,1,0,False
决裂,1,0,False
决计,1,0,False
决议案,1,0,False
决论,1,0,False
决雌雄,1,0,False
决非,1,0,False
况,1,0,False
况味,1,0,False
冶,1,0,False
冶容,1,0,False
冶游,1,0,False
冶笑,1,0,False
冶艳,1,0,False
冶荡,1,0,False
冶逸,1,0,False
冶金,1,0,False
冶铸,1,0,False
冷丁,1,0,False
冷不丁,1,0,False
冷不防,1,0,False
冷丝丝,1,0,False
冷中子,1,0,False
冷傲,1,0,False
冷僻,1,0,False
冷光,1,0,False
冷兵器,1,0,False
冷冰冰,1,0,False
冷冷清清,1,0,False
冷冻剂,1,0,False
冷冻库,1,0,False
冷冻机,1,0,False
冷冽,1,0,False
冷凄凄,1,0,False
冷凝,1,0,False
冷凝器,1,0,False
冷加工,1,0,False
冷却器,1,0,False
冷厉,1,0,False
冷古丁,1,0,False
冷嗖嗖,1,0,False
冷嘲,1,0,False
冷嘲热讽,1,0,False
冷嘲热骂,1,0,False
冷噤,1,0,False
冷场,1,0,False
冷声冷气,1,0,False
冷处理,1,0,False
冷天,1,0,False
冷媒,1,0,False
冷子,1,0,False
冷字,1,0,False
冷孤丁,1,0,False
冷害,1,0,False
冷寂,1,0,False
冷峭,1,0,False
冷峻,1,0,False
冷布,1,0,False
冷幽幽,1,0,False
冷幽默,1,0,False
冷床,1,0,False
冷库,1,0,False
冷待,1,0,False
冷怔,1,0,False
冷情,1,0,False
冷意,1,0,False
冷手,1,0,False
冷招,1,0,False
冷招儿,1,0,False
冷摊,1,0,False
冷敷,1,0,False
冷暖自知,1,0,False
冷暖色,1,0,False
冷暴力,1,0,False
冷月,1,0,False
冷杉,1,0,False
冷板凳,1,0,False
冷枪,1,0,False
冷柜,1,0,False
冷森森,1,0,False
冷气,1,0,False
冷气团,1,0,False
冷水,1,0,False
冷水澡,1,0,False
冷水烫猪,1,0,False
冷汗,1,0,False
冷泉,1,0,False
冷涩,1,0,False
冷淡,1,0,False
冷清,1,0,False
冷清清,1,0,False
冷源,1,0,False
冷滞,1,0,False
冷漠,1,0,False
冷炮,1,0,False
冷点,1,0,False
冷烫,1,0,False
冷热,1,0,False
冷热病,1,0,False
冷然,1,0,False
冷瑟瑟,1,0,False
冷盆,1,0,False
冷盘,1,0,False
冷眼,1,0,False
冷眼旁观,1,0,False
冷碟,1,0,False
冷碟儿,1,0,False
冷神,1,0,False
冷笑,1,0,False
冷笑话,1,0,False
冷箭,1,0,False
冷线,1,0,False
冷背,1,0,False
冷脸子,1,0,False
冷色,1,0,False
冷艳,1,0,False
冷若冰霜,1,0,False
冷荤,1,0,False
冷菜,1,0,False
冷落,1,0,False
冷蔑,1,0,False
冷藏室,1,0,False
冷藏库,1,0,False
冷藏箱,1,0,False
冷藏船,1,0,False
冷藏车,1,0,False
冷藏链,1,0,False
冷血动物,1,0,False
冷觉,1,0,False
冷言冷语,1,0,False
冷话,1,0,False
冷语冰人,1,0,False
冷货,1,0,False
冷轧,1,0,False
冷销,1,0,False
冷锋,1,0,False
冷锻,1,0,False
冷门,1,0,False
冷门货,1,0,False
冷隽,1,0,False
冷雨,1,0,False
冷面,1,0,False
冷面孔,1,0,False
冷颤,1,0,False
冷风,1,0,False
冷飕飕,1,0,False
冷食,1,0,False
冷餐,1,0,False
冷饮,1,0,False
冻云,1,0,False
冻伤,1,0,False
冻僵,1,0,False
冻儿,1,0,False
冻冰,1,0,False
冻凌,1,0,False
冻凝,1,0,False
冻原,1,0,False
冻土,1,0,False
冻灾,1,0,False
冻疮,1,0,False
冻瘃,1,0,False
冻石,1,0,False
冻粉,1,0,False
冻肉,1,0,False
冻胶,1,0,False
冻藏,1,0,False
冻豆腐,1,0,False
冻雨,1,0,False
冻饿,1,0,False
冻馁,1,0,False
冼,1,0,False
冽,1,0,False
冽冽,1,0,False
净产值,1,0,False
净人,1,0,False
净价,1,0,False
净余,1,0,False
净值,1,0,False
净光,1,0,False
净口,1,0,False
净吨位,1,0,False
净土宗,1,0,False
净室,1,0,False
净尽,1,0,False
净得,1,0,False
净心,1,0,False
净意,1,0,False
净手,1,0,False
净是,1,0,False
净桶,1,0,False
净植,1,0,False
净水,1,0,False
净水器,1,0,False
净水瓶,1,0,False
净淡,1,0,False
净罪,1,0,False
净胜,1,0,False
净菜,1,0,False
净街,1,0,False
净角,1,0,False
净赚,1,0,False
净身,1,0,False
净身出户,1,0,False
净重,1,0,False
净面,1,0,False
凄,1,0,False
凄伤,1,0,False
凄冷,1,0,False
凄冽,1,0,False
凄凄,1,0,False
凄凉,1,0,False
凄切,1,0,False
凄厉,1,0,False
凄吟,1,0,False
凄咽,1,0,False
凄哀,1,0,False
凄婉,1,0,False
凄寂,1,0,False
凄寥,1,0,False
凄怆,1,0,False
凄恻,1,0,False
凄惋,1,0,False
凄惘,1,0,False
凄惶,1,0,False
凄戚,1,0,False
凄楚,1,0,False
凄清,1,0,False
凄炯,1,0,False
凄然,1,0,False
凄艳,1,0,False
凄苦,1,0,False
凄迷,1,0,False
凄酸,1,0,False
凄静,1,0,False
凄风冷雨,1,0,False
凄风苦雨,1,0,False
准予,1,0,False
准保,1,0,False
准信,1,0,False
准信儿,1,0,False
准假,1,0,False
准儿,1,0,False
准头,1,0,False
准定,1,0,False
准家,1,0,False
准将,1,0,False
准尉,1,0,False
准平原,1,0,False
准成,1,0,False
准据,1,0,False
准数,1,0,False
准时,1,0,False
准星,1,0,False
准是,1,0,False
准此,1,0,False
准点,1,0,False
准稿子,1,0,False
准线,1,0,False
准绳,1,0,False
准考证,1,0,False
准许,1,0,False
准话,1,0,False
准谱儿,1,0,False
准足,1,0,False
准金属,1,0,False
准高速,1,0,False
凉丝丝,1,0,False
凉亭,1,0,False
凉伞,1,0,False
凉冰冰,1,0,False
凉冷,1,0,False
凉台,1,0,False
凉席,1,0,False
凉帽,1,0,False
凉幽幽,1,0,False
凉床,1,0,False
凉影,1,0,False
凉快,1,0,False
凉意,1,0,False
凉拌,1,0,False
凉拌觉,1,0,False
凉拌面,1,0,False
凉棚,1,0,False
凉森森,1,0,False
凉气,1,0,False
凉水,1,0,False
凉浸浸,1,0,False
凉热,1,0,False
凉爽,1,0,False
凉爽呢,1,0,False
凉瓜,1,0,False
凉瓦瓦,1,0,False
凉生生,1,0,False
凉白开,1,0,False
凉碟,1,0,False
凉粉,1,0,False
凉药,1,0,False
凉菜,1,0,False
凉薄,1,0,False
凉薯,1,0,False
凉血,1,0,False
凉货,1,0,False
凉适,1,0,False
凉阴,1,0,False
凉面,1,0,False
凉鞋,1,0,False
凉风,1,0,False
凉飔,1,0,False
凉飕飕,1,0,False
凊,1,0,False
凋,1,0,False
凋弊,1,0,False
凋散,1,0,False
凋残,1,0,False
凋萎,1,0,False
凋落,1,0,False
凋蔽,1,0,False
凋谢,1,0,False
凋败,1,0,False
凋零,1,0,False
凌乱,1,0,False
凌云,1,0,False
凌人,1,0,False
凌侮,1,0,False
凌厉,1,0,False
凌压,1,0,False
凌夷,1,0,False
凌替,1,0,False
凌杂,1,0,False
凌汛,1,0,False
凌波,1,0,False
凌灾,1,0,False
凌烟阁,1,0,False
凌空,1,0,False
凌蔑,1,0,False
凌虐,1,0,False
凌虚,1,0,False
凌越,1,0,False
凌轹,1,0,False
凌辱,1,0,False
凌迟,1,0,False
凌锥,1,0,False
凌霄,1,0,False
凌霄殿,1,0,False
凌霄花,1,0,False
凌霜,1,0,False
凌风,1,0,False
凌𪞝,1,0,False
凎,1,0,False
减亏,1,0,False
减亏增盈,1,0,False
减仓,1,0,False
减价,1,0,False
减低,1,0,False
减刑,1,0,False
减刻,1,0,False
减削,1,0,False
减却,1,0,False
减压病,1,0,False
减压阀,1,0,False
减号,1,0,False
减幅,1,0,False
减征,1,0,False
减息,1,0,False
减慢,1,0,False
减持,1,0,False
减收,1,0,False
减数,1,0,False
减杀,1,0,False
减河,1,0,False
减省,1,0,False
减碳,1,0,False
减磅,1,0,False
减笔字,1,0,False
减编,1,0,False
减缩,1,0,False
减耗,1,0,False
减色,1,0,False
减薄,1,0,False
减薪,1,0,False
减衰,1,0,False
减退,1,0,False
减速,1,0,False
减速器,1,0,False
减速带,1,0,False
减震,1,0,False
减震器,1,0,False
凑乎,1,0,False
凑付,1,0,False
凑份子,1,0,False
凑兴,1,0,False
凑合,1,0,False
凑吧,1,0,False
凑和,1,0,False
凑堆儿,1,0,False
凑巧,1,0,False
凑手,1,0,False
凑拢,1,0,False
凑数,1,0,False
凑整儿,1,0,False
凑泊,1,0,False
凑热闹,1,0,False
凑胆子,1,0,False
凑腔,1,0,False
凑趣,1,0,False
凑趣儿,1,0,False
凑近,1,0,False
凑钱,1,0,False
凑集,1,0,False
凓,1,0,False
凓冽,1,0,False
凔,1,0,False
凘,1,0,False
凛严,1,0,False
凛冽,1,0,False
凛凛,1,0,False
凛栗,1,0,False
凛烈,1,0,False
凛然,1,0,False
凛若冰霜,1,0,False
凛遵,1,0,False
凝,1,0,False
凝一,1,0,False
凝云,1,0,False
凝停,1,0,False
凝冷,1,0,False
凝冻,1,0,False
凝华,1,0,False
凝合,1,0,False
凝含,1,0,False
凝和,1,0,False
凝固剂,1,0,False
凝固汽油弹,1,0,False
凝固点,1,0,False
凝固热,1,0,False
凝坐,1,0,False
凝定,1,0,False
凝思,1,0,False
凝想,1,0,False
凝注,1,0,False
凝滞,1,0,False
凝炼,1,0,False
凝然,1,0,False
凝目,1,0,False
凝眸,1,0,False
凝睇,1,0,False
凝瞩,1,0,False
凝碧,1,0,False
凝神,1,0,False
凝稳,1,0,False
凝立,1,0,False
凝缩,1,0,False
凝聚体,1,0,False
凝聚剂,1,0,False
凝聚力,1,0,False
凝聚态,1,0,False
凝聚态物理,1,0,False
凝胶体,1,0,False
凝脂,1,0,False
凝视,1,0,False
凝铸,1,0,False
凝集,1,0,False
凝雾,1,0,False
凝静,1,0,False
凝默,1,0,False
几丁质,1,0,False
几何体,1,0,False
几何图形,1,0,False
几何学,1,0,False
几何平均数,1,0,False
几何数列,1,0,False
几何级数,1,0,False
几儿,1,0,False
几内亚鸡,1,0,False
几几乎,1,0,False
几分,1,0,False
几多,1,0,False
几度,1,0,False
几时,1,0,False
几曾,1,0,False
几案,1,0,False
几桌,1,0,False
几次三番,1,0,False
几率,1,0,False
几经,1,0,False
几维鸟,1,0,False
几许,1,0,False
几起几落,1,0,False
几近,1,0,False
凡下,1,0,False
凡事起头难,1,0,False
凡人,1,0,False
凡例,1,0,False
凡俗,1,0,False
凡几,1,0,False
凡响,1,0,False
凡士林,1,0,False
凡夫,1,0,False
凡夫俗子,1,0,False
凡尔,1,0,False
凡尔丁,1,0,False
凡尘,1,0,False
凡庸,1,0,False
凡心,1,0,False
凡有,1,0,False
凡民,1,0,False
凡立丁,1,0,False
凡立水,1,0,False
凡缘,1,0,False
凡胎肉眼,1,0,False
凡间,1,0,False
凡鸟,1,0,False
凤,1,0,False
凤仙花,1,0,False
凤冠,1,0,False
凤凰于飞,1,0,False
凤凰木,1,0,False
凤凰来仪,1,0,False
凤凰琴,1,0,False
凤凰竹,1,0,False
凤凰衣,1,0,False
凤头麦鸡,1,0,False
凤尾兰,1,0,False
凤尾竹,1,0,False
凤尾鱼,1,0,False
凤梨,1,0,False
凤毛麟角,1,0,False
凤爪,1,0,False
凤眼,1,0,False
凤眼果,1,0,False
凤眼莲,1,0,False
凤眼蓝,1,0,False
凤蝶,1,0,False
凤血石,1,0,False
凤辇,1,0,False
凤阳花鼓,1,0,False
凤鲚,1,0,False
凫,1,0,False
凫水,1,0,False
凫茈,1,0,False
凫葵,1,0,False
凫趋雀跃,1,0,False
凭仗,1,0,False
凭依,1,0,False
凭信,1,0,False
凭倚,1,0,False
凭凌,1,0,False
凭单,1,0,False
凭吊,1,0,False
凭恃,1,0,False
凭据,1,0,False
凭照,1,0,False
凭白,1,0,False
凭白无故,1,0,False
凭眺,1,0,False
凭着,1,0,False
凭空,1,0,False
凭空捏造,1,0,False
凭览,1,0,False
凭险,1,0,False
凭陵,1,0,False
凭靠,1,0,False
凯,1,0,False
凯旋门,1,0,False
凯歌,1,0,False
凰,1,0,False
凳,1,0,False
凳子,1,0,False
凶人,1,0,False
凶信,1,0,False
凶兆,1,0,False
凶光,1,0,False
凶器,1,0,False
凶声恶气,1,0,False
凶多吉少,1,0,False
凶嫌,1,0,False
凶宅,1,0,False
凶岁,1,0,False
凶巴巴,1,0,False
凶年,1,0,False
凶恨恨,1,0,False
凶恶,1,0,False
凶悍,1,0,False
凶手,1,0,False
凶日,1,0,False
凶暴,1,0,False
凶杀,1,0,False
凶杀案,1,0,False
凶案,1,0,False
凶横,1,0,False
凶死,1,0,False
凶残,1,0,False
凶殴,1,0,False
凶气,1,0,False
凶焰,1,0,False
凶煞,1,0,False
凶煞煞,1,0,False
凶犯,1,0,False
凶狂,1,0,False
凶狠,1,0,False
凶狠狠,1,0,False
凶相,1,0,False
凶相毕露,1,0,False
凶神,1,0,False
凶神恶煞,1,0,False
凶耗,1,0,False
凶虐,1,0,False
凶蛮,1,0,False
凶讯,1,0,False
凶邪,1,0,False
凶顽,1,0,False
凷,1,0,False
凸,1,0,False
凸出,1,0,False
凸多边形,1,0,False
凸岸,1,0,False
凸版,1,0,False
凸版印刷纸,1,0,False
凸版纸,1,0,False
凸现,1,0,False
凸窗,1,0,False
凸起,1,0,False
凸轮,1,0,False
凸透镜,1,0,False
凸镜,1,0,False
凸露,1,0,False
凸面镜,1,0,False
凹,1,0,False
凹入,1,0,False
凹凸,1,0,False
凹凸印,1,0,False
凹多边形,1,0,False
凹岸,1,0,False
凹洞,1,0,False
凹版,1,0,False
凹耳蛙,1,0,False
凹透镜,1,0,False
凹镜,1,0,False
凹陷,1,0,False
凹面,1,0,False
凹面镜,1,0,False
出下,1,0,False
出丑,1,0,False
出世作,1,0,False
出世间,1,0,False
出丧,1,0,False
出主意,1,0,False
出乎意外,1,0,False
出乎意料,1,0,False
出乎意表,1,0,False
出乖弄丑,1,0,False
出乖露丑,1,0,False
出乘,1,0,False
出九,1,0,False
出书,1,0,False
出乱子,1,0,False
出亡,1,0,False
出人命,1,0,False
出人头地,1,0,False
出人意外,1,0,False
出人意料,1,0,False
出人意表,1,0,False
出仕,1,0,False
出以公心,1,0,False
出份子,1,0,False
出伏,1,0,False
出伕,1,0,False
出会,1,0,False
出位,1,0,False
出俗,1,0,False
出倒,1,0,False
出借,1,0,False
出偏,1,0,False
出兑,1,0,False
出入境,1,0,False
出入证,1,0,False
出关,1,0,False
出其不意,1,0,False
出其不意攻其不备,1,0,False
出其不意攻其无备,1,0,False
出具,1,0,False
出典,1,0,False
出出,1,0,False
出出溜溜,1,0,False
出分子,1,0,False
出列,1,0,False
出勤,1,0,False
出勤率,1,0,False
出卖,1,0,False
出双入对,1,0,False
出发点,1,0,False
出口伤人,1,0,False
出口加工区,1,0,False
出口字,1,0,False
出口成章,1,0,False
出口的话铸成的塔,1,0,False
出口额,1,0,False
出句,1,0,False
出号,1,0,False
出哨,1,0,False
出围,1,0,False
出圃,1,0,False
出圈儿,1,0,False
出场,1,0,False
出场费,1,0,False
出堂差,1,0,False
出塞,1,0,False
出境证,1,0,False
出声,1,0,False
出壳,1,0,False
出处,1,0,False
出外景,1,0,False
出大差,1,0,False
出大恭,1,0,False
出头的椽子先烂,1,0,False
出头露面,1,0,False
出头面,1,0,False
出头鸟,1,0,False
出奇,1,0,False
出奇划策,1,0,False
出奇制胜,1,0,False
出奔,1,0,False
出客,1,0,False
出家,1,0,False
出家人,1,0,False
出将入相,1,0,False
出小恭,1,0,False
出尔反尔,1,0,False
出尖,1,0,False
出尘,1,0,False
出局,1,0,False
出屉,1,0,False
出展,1,0,False
出岔,1,0,False
出岔子,1,0,False
出岫,1,0,False
出巡,1,0,False
出工,1,0,False
出师,1,0,False
出师有名,1,0,False
出帐,1,0,False
出店,1,0,False
出庭费,1,0,False
出张,1,0,False
出彩,1,0,False
出徒,1,0,False
出性,1,0,False
出恭,1,0,False
出息,1,0,False
出惊,1,0,False
出戏,1,0,False
出把戏,1,0,False
出押,1,0,False
出拐,1,0,False
出挑,1,0,False
出掌,1,0,False
出探,1,0,False
出摊,1,0,False
出摊儿,1,0,False
出操,1,0,False
出放,1,0,False
出敌不意,1,0,False
出教,1,0,False
出数儿,1,0,False
出更,1,0,False
出月,1,0,False
出月子,1,0,False
出条子,1,0,False
出栏,1,0,False
出栏率,1,0,False
出格,1,0,False
出梅,1,0,False
出槽,1,0,False
出死入生,1,0,False
出殡,1,0,False
出毛病,1,0,False
出气,1,0,False
出气洞,1,0,False
出气筒,1,0,False
出水,1,0,False
出水才看两腿泥,1,0,False
出汗,1,0,False
出污泥而不染,1,0,False
出没无常,1,0,False
出洋,1,0,False
出洋相,1,0,False
出活,1,0,False
出活儿,1,0,False
出浅入深,1,0,False
出浴,1,0,False
出淋,1,0,False
出淤泥而不染,1,0,False
出溜,1,0,False
出点子,1,0,False
出版商,1,0,False
出版所,1,0,False
出版物,1,0,False
出版社,1,0,False
出版说明,1,0,False
出牌,1,0,False
出牧,1,0,False
出狱,1,0,False
出猎,1,0,False
出班,1,0,False
出生入死,1,0,False
出生率,1,0,False
出生证,1,0,False
出界,1,0,False
出疹子,1,0,False
出盘,1,0,False
出相,1,0,False
出眼,1,0,False
出神,1,0,False
出神入化,1,0,False
出神入定,1,0,False
出离,1,0,False
出秀,1,0,False
出科,1,0,False
出租汽车,1,0,False
出租车,1,0,False
出空,1,0,False
出笔,1,0,False
出笼,1,0,False
出籍,1,0,False
出类拔群,1,0,False
出类拔萃,1,0,False
出粜,1,0,False
出粮,1,0,False
出糗,1,0,False
出红差,1,0,False
出纳,1,0,False
出纳员,1,0,False
出线权,1,0,False
出继,1,0,False
出缺,1,0,False
出群拔萃,1,0,False
出聘,1,0,False
出脚,1,0,False
出脱,1,0,False
出自,1,0,False
出航,1,0,False
出芽,1,0,False
出芽生殖,1,0,False
出苗,1,0,False
出荷,1,0,False
出荷粮,1,0,False
出落,1,0,False
出薪,1,0,False
出蛰,1,0,False
出血版,1,0,False
出街,1,0,False
出言,1,0,False
出言不逊,1,0,False
出言无状,1,0,False
出警,1,0,False
出语,1,0,False
出谋划策,1,0,False
出谋献策,1,0,False
出豁,1,0,False
出账,1,0,False
出货,1,0,False
出贷,1,0,False
出赛,1,0,False
出走,1,0,False
出超,1,0,False
出趟,1,0,False
出跳,1,0,False
出车,1,0,False
出轨,1,0,False
出迎,1,0,False
出运,1,0,False
出远门,1,0,False
出途,1,0,False
出锋头,1,0,False
出错,1,0,False
出镜,1,0,False
出门人,1,0,False
出门子,1,0,False
出阁,1,0,False
出防,1,0,False
出阵,1,0,False
出险,1,0,False
出难题,1,0,False
出雇,1,0,False
出霉,1,0,False
出露,1,0,False
出面腔,1,0,False
出顶,1,0,False
出项,1,0,False
出风头,1,0,False
出饭,1,0,False
出首,1,0,False
出马,1,0,False
出鬼,1,0,False
击中,1,0,False
击伤,1,0,False
击冲,1,0,False
击剑,1,0,False
击动,1,0,False
击发,1,0,False
击射,1,0,False
击打,1,0,False
击柝,1,0,False
击毁,1,0,False
击水,1,0,False
击沉,1,0,False
击溃,1,0,False
击溃战,1,0,False
击破,1,0,False
击穿,1,0,False
击筑,1,0,False
击节,1,0,False
击触,1,0,False
击赏,1,0,False
击鞠,1,0,False
凼,1,0,False
凼肥,1,0,False
函义,1,0,False
函催,1,0,False
函养,1,0,False
函告,1,0,False
函售,1,0,False
函复,1,0,False
函大,1,0,False
函寄,1,0,False
函托,1,0,False
函授大学,1,0,False
函授学校,1,0,False
函授教育,1,0,False
函授班,1,0,False
函札,1,0,False
